,instant,dteday,season,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_encoding,temp_interval,temp_interval_num,hum_interval,hum_interval_num,temp_interval_ord,hum_very_low,hum_low,hum_medium,hum_high,hum_very_high,wind_interval,wind_num_encoding
543,544,2019-06-28,spring,1,6,28,0,4,1,1,30.7,33.8,42.2,11.50055,921,5958,6879,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
544,545,2019-06-29,spring,1,6,29,0,5,1,1,34.2,39.3,48.9,11.082939,829,4634,5463,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
545,546,2019-06-30,spring,1,6,30,0,6,0,1,31.4,34.4,60.1,10.791757,1455,4232,5687,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
546,547,2019-01-07,winter,1,7,01,0,0,0,1,33.4,37.5,51.9,11.291443,1421,4110,5531,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
547,548,2019-02-07,winter,1,7,02,0,1,1,1,32.0,35.1,44.7,13.082889,904,5323,6227,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
548,549,2019-03-07,winter,1,7,03,0,2,1,1,32.0,35.1,49.2,8.457879,1052,5608,6660,1,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
549,550,2019-04-07,spring,1,7,04,1,3,0,1,32.4,36.6,53.9,9.04165,2562,4841,7403,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
550,551,2019-05-07,spring,1,7,05,0,4,1,1,33.9,38.1,45.8,12.999943,1405,4836,6241,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
551,552,2019-06-07,spring,1,7,06,0,5,1,1,34.0,37.6,45.1,9.791514,1366,4841,6207,3,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
552,553,2019-07-07,summer,1,7,07,0,6,0,1,35.3,40.2,49.2,10.958118,1448,3392,4840,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
553,554,2019-08-07,summer,1,7,08,0,0,0,1,33.7,39.5,57.4,8.417143,1203,3469,4672,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
554,555,2019-09-07,summer,1,7,09,0,1,1,2,29.1,32.7,68.3,12.125325,998,5571,6569,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
555,556,2019-10-07,autumn,1,7,10,0,2,1,2,29.6,33.2,66.8,10.166379,954,5336,6290,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
556,557,2019-11-07,autumn,1,7,11,0,3,1,1,29.4,32.5,63.3,10.166111,975,6289,7264,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
557,558,2019-12-07,autumn,1,7,12,0,4,1,1,29.3,32.7,53.0,9.833925,1032,6414,7446,2,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
558,559,2019-07-13,summer,1,7,13,0,5,1,2,30.0,33.4,48.6,5.41695,1511,5988,7499,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,very_low,4
559,560,2019-07-14,summer,1,7,14,0,6,0,2,28.8,33.3,69.9,9.626493,2355,4614,6969,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
560,561,2019-07-15,summer,1,7,15,0,0,0,1,30.6,35.3,71.8,11.166689,1920,4111,6031,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
561,562,2019-07-16,summer,1,7,16,0,1,1,1,31.3,36.2,64.5,11.000529,1088,5742,6830,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
562,563,2019-07-17,summer,1,7,17,0,2,1,1,33.6,37.8,50.6,7.666743,921,5865,6786,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,very_low,4
563,564,2019-07-18,summer,1,7,18,0,3,1,1,32.5,37.3,57.7,9.208614,799,4914,5713,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
564,565,2019-07-19,summer,1,7,19,0,4,1,1,31.6,35.7,60.0,11.083743,888,5703,6591,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
565,566,2019-07-20,summer,1,7,20,0,5,1,2,27.3,30.7,84.4,14.000789,747,5123,5870,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
566,567,2019-07-21,summer,1,7,21,0,6,0,3,24.4,27.5,86.5,14.2911,1264,3195,4459,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
567,568,2019-07-22,summer,1,7,22,0,0,0,2,27.4,31.2,76.2,6.2926936,2544,4866,7410,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
568,569,2019-07-23,summer,1,7,23,0,1,1,1,30.4,34.5,69.4,9.291761,1135,5831,6966,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
569,570,2019-07-24,summer,1,7,24,0,2,1,1,30.8,35.3,65.5,14.167418,1140,6452,7592,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
570,571,2019-07-25,summer,1,7,25,0,3,1,1,29.7,32.7,45.0,11.0416,1383,6790,8173,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
571,572,2019-07-26,summer,1,7,26,0,4,1,1,31.8,37.0,59.7,19.082471,1036,5825,6861,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
572,573,2019-07-27,summer,1,7,27,0,5,1,1,32.0,36.7,59.5,10.250464,1259,5645,6904,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
573,574,2019-07-28,summer,1,7,28,0,6,0,1,31.0,34.9,61.3,10.54245,2234,4451,6685,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
574,575,2019-07-29,summer,1,7,29,0,0,0,1,29.6,33.4,62.4,11.416532,2153,4444,6597,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
575,576,2019-07-30,summer,1,7,30,0,1,1,1,30.0,34.2,66.9,10.292339,1040,6065,7105,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
576,577,2019-07-31,summer,1,7,31,0,2,1,1,29.2,33.1,70.4,11.083475,968,6248,7216,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
577,578,2019-01-08,winter,1,8,01,0,3,1,1,29.4,33.4,67.8,9.458993,1074,6506,7580,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
578,579,2019-02-08,winter,1,8,02,0,4,1,1,30.9,35.4,66.0,8.666718,983,6278,7261,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
579,580,2019-03-08,winter,1,8,03,0,5,1,2,31.4,36.1,64.2,14.458064,1328,5847,7175,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
580,581,2019-04-08,spring,1,8,04,0,6,0,1,32.5,37.6,61.3,17.249686,2345,4479,6824,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
581,582,2019-05-08,spring,1,8,05,0,0,0,1,31.5,36.6,65.2,19.458207,1707,3757,5464,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
582,583,2019-06-08,spring,1,8,06,0,1,1,2,30.9,35.5,65.4,8.666718,1233,5780,7013,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
583,584,2019-07-08,summer,1,8,07,0,2,1,2,30.2,34.9,70.4,7.832836,1278,5995,7273,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
584,585,2019-08-08,summer,1,8,08,0,3,1,2,30.8,35.4,67.3,7.4169,1263,6271,7534,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
585,586,2019-09-08,summer,1,8,09,0,4,1,1,31.0,35.0,62.0,10.4587,1196,6090,7286,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
586,587,2019-10-08,autumn,1,8,10,0,5,1,2,29.3,33.4,71.6,16.000471,1065,4721,5786,2,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
587,588,2019-11-08,autumn,1,8,11,0,6,0,2,28.4,31.9,73.3,13.834093,2247,4052,6299,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
588,589,2019-12-08,autumn,1,8,12,0,0,0,1,28.7,32.2,53.0,8.208304,2182,4362,6544,2,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
589,590,2019-08-13,summer,1,8,13,0,1,1,1,29.6,33.1,54.5,9.126204,1207,5676,6883,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
590,591,2019-08-14,summer,1,8,14,0,2,1,1,29.8,33.8,68.7,11.333586,1128,5656,6784,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
591,592,2019-08-15,summer,1,8,15,0,3,1,1,29.0,32.7,62.0,11.374657,1198,6149,7347,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
592,593,2019-08-16,summer,1,8,16,0,4,1,1,29.5,32.7,51.9,9.500332,1338,6267,7605,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,low,3
593,594,2019-08-17,summer,1,8,17,0,5,1,1,29.7,12.1,57.1,15.500718,1483,5665,7148,4,very_high,"(28.72, 35.3]",medium,"(38.88, 58.32]",5,0,0,1,0,0,medium,2
594,595,2019-08-18,summer,1,8,18,0,6,0,1,27.8,30.9,60.3,11.917089,2827,5038,7865,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
595,596,2019-08-19,summer,1,8,19,0,0,0,2,26.1,30.2,71.2,5.79215,1208,3341,4549,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
596,597,2019-08-20,summer,1,8,20,0,1,1,2,26.1,29.8,73.4,8.708593,1026,5504,6530,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
597,598,2019-08-21,summer,1,8,21,0,2,1,1,26.6,30.1,67.4,4.8756436,1081,5925,7006,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
598,599,2019-08-22,summer,1,8,22,0,3,1,1,27.4,31.1,67.7,4.7089811,1094,6281,7375,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
599,600,2019-08-23,summer,1,8,23,0,4,1,1,28.5,31.9,63.6,5.6679186,1363,6402,7765,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
600,601,2019-08-24,summer,1,8,24,0,5,1,2,28.8,32.4,61.5,4.8337686,1325,6257,7582,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
601,602,2019-08-25,summer,1,8,25,0,6,0,2,27.1,30.9,71.3,16.375336,1829,4224,6053,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
602,603,2019-08-26,summer,1,8,26,0,0,0,2,26.8,29.8,84.6,15.333486,1483,3772,5255,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
603,604,2019-08-27,summer,1,8,27,0,1,1,1,28.8,32.7,73.0,8.625111,989,5928,6917,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
604,605,2019-08-28,summer,1,8,28,0,2,1,1,29.9,33.3,62.0,12.791975,935,6105,7040,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
605,606,2019-08-29,summer,1,8,29,0,3,1,1,28.1,31.8,55.2,7.541654,1177,6520,7697,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
606,607,2019-08-30,summer,1,8,30,0,4,1,1,29.0,32.6,59.0,5.1668189,1172,6541,7713,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
607,608,2019-08-31,summer,1,8,31,0,5,1,1,31.3,34.5,58.8,11.291711,1433,5917,7350,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
608,609,2019-01-09,winter,1,9,01,0,6,0,2,30.9,35.1,63.8,7.583529,2352,3788,6140,1,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,very_low,4
609,610,2019-02-09,winter,1,9,02,0,0,0,2,28.6,32.4,81.5,4.2927436,2613,3197,5810,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
610,611,2019-03-09,winter,1,9,03,1,1,0,1,29.0,33.1,79.1,10.125107,1965,4069,6034,1,very_high,"(28.72, 35.3]",very_high,"(77.76, 97.2]",5,0,0,0,0,1,low,3
611,612,2019-04-09,spring,1,9,04,0,2,1,1,29.8,34.3,75.5,15.833507,867,5997,6864,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,medium,2
612,613,2019-05-09,spring,1,9,05,0,3,1,1,30.2,35.4,74.1,12.583136,832,6280,7112,3,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
613,614,2019-06-09,spring,1,9,06,0,4,1,2,28.6,32.8,81.0,9.542207,611,5592,6203,3,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
614,615,2019-07-09,summer,1,9,07,0,5,1,1,28.8,32.9,73.6,11.500282,1045,6459,7504,4,very_high,"(28.72, 35.3]",high,"(58.32, 77.76]",5,0,0,0,1,0,low,3
615,616,2019-08-09,summer,1,9,08,0,6,0,2,27.0,30.6,79.9,18.833968,1557,4419,5976,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
616,617,2019-09-09,summer,1,9,09,0,0,0,1,25.0,28.9,54.8,15.041232,2570,5657,8227,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
617,618,2019-10-09,autumn,1,9,10,0,1,1,1,23.9,28.3,50.4,17.333771,1118,6407,7525,2,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
618,619,2019-11-09,autumn,1,9,11,0,2,1,1,23.7,27.7,52.0,6.1676314,1070,6697,7767,2,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
619,620,2019-12-09,autumn,1,9,12,0,3,1,1,24.6,28.5,57.7,8.833682,1050,6820,7870,2,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
620,621,2019-09-13,summer,1,9,13,0,4,1,1,25.1,29.0,63.7,5.5422936,1054,6750,7804,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
621,622,2019-09-14,summer,1,9,14,0,5,1,1,26.0,29.7,67.2,6.958821,1379,6630,8009,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
622,623,2019-09-15,summer,1,9,15,0,6,0,1,24.9,29.3,50.2,16.583907,3160,5554,8714,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
623,624,2019-09-16,summer,1,9,16,0,0,0,1,23.8,28.2,57.0,6.0422811,2166,5167,7333,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,very_low,4
624,625,2019-09-17,summer,1,9,17,0,1,1,2,23.8,27.7,73.5,10.166714,1022,5847,6869,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
625,626,2019-09-18,summer,1,9,18,0,2,1,2,25.6,28.3,87.2,23.958329,371,3702,4073,4,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,high,1
626,627,2019-09-19,summer,1,9,19,0,3,1,1,22.7,27.0,53.7,14.416725,788,6803,7591,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,low,3
627,628,2019-09-20,summer,1,9,20,0,4,1,1,22.4,26.6,61.8,7.917189,939,6781,7720,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
628,629,2019-09-21,summer,1,9,21,0,5,1,1,24.6,28.6,66.9,10.333343,1250,6917,8167,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
629,630,2019-09-22,summer,1,9,22,0,6,0,1,26.6,30.5,64.7,19.000061,2512,5883,8395,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
630,631,2019-09-23,summer,1,9,23,0,0,0,1,21.7,25.9,46.7,14.958286,2454,5453,7907,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
631,632,2019-09-24,summer,1,9,24,0,1,1,1,21.1,25.1,49.3,9.541068,1001,6435,7436,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
632,633,2019-09-25,summer,1,9,25,0,2,1,1,22.6,27.2,57.0,15.833507,845,6693,7538,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
633,634,2019-09-26,summer,1,9,26,0,3,1,1,26.0,29.8,63.1,16.3748,787,6946,7733,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
634,635,2019-09-27,summer,1,9,27,0,4,1,2,26.6,30.4,69.1,9.000914,751,6642,7393,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
635,636,2019-09-28,summer,1,9,28,0,5,1,2,25.4,29.3,69.0,10.999993,1045,6370,7415,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
636,637,2019-09-29,summer,1,9,29,0,6,0,1,22.2,26.5,54.3,15.249468,2589,5966,8555,4,high,"(22.14, 28.72]",medium,"(38.88, 58.32]",4,0,0,1,0,0,medium,2
637,638,2019-09-30,summer,1,9,30,0,0,0,1,21.6,25.9,58.3,9.042186,2015,4874,6889,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
638,639,2019-01-10,winter,1,10,01,0,1,1,2,21.4,25.6,64.9,6.0838814,763,6015,6778,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
639,640,2019-02-10,winter,1,10,02,0,2,1,3,24.2,27.1,87.2,6.999825,315,4324,4639,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
640,641,2019-03-10,winter,1,10,03,0,3,1,2,27.0,30.0,79.4,4.4585686,728,6844,7572,1,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,very_low,4
641,642,2019-04-10,spring,1,10,04,0,4,1,2,27.0,30.4,72.3,7.875582,891,6437,7328,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
642,643,2019-05-10,spring,1,10,05,0,5,1,1,25.2,29.0,62.8,7.12545,1516,6640,8156,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
643,644,2019-06-10,spring,1,10,06,0,6,0,1,22.7,26.9,66.4,17.957675,3031,4934,7965,3,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
644,645,2019-07-10,summer,1,10,07,0,0,0,2,17.0,21.0,70.8,9.457854,781,2729,3510,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
645,646,2019-08-10,summer,1,10,08,1,1,0,2,15.7,19.4,71.0,12.708493,874,4604,5478,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
646,647,2019-09-10,summer,1,10,09,0,2,1,2,18.3,21.9,76.2,12.7501,601,5791,6392,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
647,648,2019-10-10,autumn,1,10,10,0,3,1,1,21.1,25.2,63.1,12.584007,780,6911,7691,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
648,649,2019-11-10,autumn,1,10,11,0,4,1,1,17.8,21.6,46.3,12.166932,834,6736,7570,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
649,650,2019-12-10,autumn,1,10,12,0,5,1,1,17.9,21.7,53.9,15.751164,1060,6222,7282,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
650,651,2019-10-13,autumn,1,10,13,0,6,0,1,16.1,19.6,49.5,9.791514,2252,4857,7109,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
651,652,2019-10-14,autumn,1,10,14,0,0,0,1,21.4,25.4,64.0,18.667004,2080,4559,6639,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
652,653,2019-10-15,autumn,1,10,15,0,1,1,2,23.0,27.0,70.8,19.834479,760,5115,5875,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
653,654,2019-10-16,autumn,1,10,16,0,2,1,1,19.2,23.0,55.8,12.208807,922,6612,7534,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
654,655,2019-10-17,autumn,1,10,17,0,3,1,1,18.7,22.5,69.3,6.791857,979,6482,7461,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
655,656,2019-10-18,autumn,1,10,18,0,4,1,2,21.4,25.6,72.8,15.874779,1008,6501,7509,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
656,657,2019-10-19,autumn,1,10,19,0,5,1,2,23.1,26.9,81.5,9.041918,753,4671,5424,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
657,658,2019-10-20,autumn,1,10,20,0,6,0,1,19.9,23.6,57.3,7.874979,2806,5284,8090,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_low,4
658,659,2019-10-21,autumn,1,10,21,0,0,0,1,19.0,22.8,51.0,11.125618,2132,4692,6824,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
659,660,2019-10-22,autumn,1,10,22,0,1,1,1,20.0,24.1,56.8,5.4593811,830,6228,7058,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,very_low,4
660,661,2019-10-23,autumn,1,10,23,0,2,1,1,22.3,26.5,64.2,6.3345686,841,6625,7466,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
661,662,2019-10-24,autumn,1,10,24,0,3,1,1,24.1,27.9,63.6,4.8762064,795,6898,7693,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
662,663,2019-10-25,autumn,1,10,25,0,4,1,2,22.6,26.5,80.0,8.333125,875,6484,7359,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
663,664,2019-10-26,autumn,1,10,26,0,5,1,2,22.4,26.1,80.7,8.875289,1182,6262,7444,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
664,665,2019-10-27,autumn,1,10,27,0,6,0,2,21.7,25.8,72.0,15.791364,2643,5209,7852,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
665,666,2019-10-28,autumn,1,10,28,0,0,0,2,19.6,23.4,69.5,26.666536,998,3461,4459,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,high,1
666,667,2019-10-29,autumn,1,10,29,0,1,1,3,18.0,22.0,88.0,23.9994,2,20,22,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,high,1
667,668,2019-10-30,autumn,1,10,30,0,2,1,2,13.0,15.5,82.5,14.271603,87,1009,1096,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,low,3
668,669,2019-10-31,autumn,1,10,31,0,3,1,2,14.7,18.1,66.7,11.166689,419,5147,5566,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
669,670,2019-01-11,winter,1,11,01,0,4,1,2,15.0,18.5,58.2,10.542182,466,5520,5986,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
670,671,2019-02-11,winter,1,11,02,0,5,1,1,14.6,17.8,52.2,17.833725,618,5229,5847,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
671,672,2019-03-11,winter,1,11,03,0,6,0,2,14.1,16.2,49.1,18.125443,1029,4109,5138,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
672,673,2019-04-11,spring,1,11,04,0,0,0,1,13.4,16.5,53.3,12.000236,1201,3906,5107,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
673,674,2019-05-11,spring,1,11,05,0,1,1,1,13.1,15.4,49.4,15.833775,378,4881,5259,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
674,675,2019-06-11,spring,1,11,06,0,2,1,1,11.5,14.1,56.7,11.625371,466,5220,5686,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
675,676,2019-07-11,summer,1,11,07,0,3,1,2,12.1,13.7,54.8,20.375236,326,4709,5035,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
676,677,2019-08-11,summer,1,11,08,0,4,1,1,14.4,17.1,33.3,23.304945,340,4975,5315,4,low,"(8.98, 15.56]",low,"(19.44, 38.88]",2,0,1,0,0,0,high,1
677,678,2019-09-11,summer,1,11,09,0,5,1,1,14.8,17.8,54.1,14.375386,709,5283,5992,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
